geogname1,type,event_id,period_no,occ_year,occ_month,occ_day,loss,standard_deviation,exposure_value
Area under National Administration,1_analytic_mean,10555287,2081,2081,1,1,401645.53,0.0,1049302.62
Area under National Administration,2_sample_mean,10555287,2081,2081,1,1,401645.53,,1049302.62
Central Region,1_analytic_mean,10555287,2081,2081,1,1,21327800.0,0.0,47793928.0
Central Region,2_sample_mean,10555287,2081,2081,1,1,21327800.0,,47793928.0
Southern Region,1_analytic_mean,10555346,2081,2081,1,1,50231.11,0.0,135393.78
Southern Region,2_sample_mean,10555346,2081,2081,1,1,50231.11,,135393.78
Northern Region,1_analytic_mean,10555363,2082,2082,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10555363,2082,2082,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10555363,2082,2082,1,1,24130250.0,0.0,50637160.0
Southern Region,2_sample_mean,10555363,2082,2082,1,1,24130250.0,,50637160.0
Central Region,1_analytic_mean,10555363,2082,2082,1,1,739520.81,0.0,1557030.12
Central Region,2_sample_mean,10555363,2082,2082,1,1,739520.81,,1557030.12
Northern Region,1_analytic_mean,10555550,2084,2084,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10555550,2084,2084,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10555564,2084,2084,1,1,18891802.0,0.0,39771952.0
Southern Region,2_sample_mean,10555564,2084,2084,1,1,18891802.0,,39771952.0
Area under National Administration,1_analytic_mean,10555564,2084,2084,1,1,52803.59,0.0,169242.22
Area under National Administration,2_sample_mean,10555564,2084,2084,1,1,52803.59,,169242.22
Central Region,1_analytic_mean,10555564,2084,2084,1,1,16683337.0,0.0,37978008.0
Central Region,2_sample_mean,10555564,2084,2084,1,1,16683337.0,,37978008.0
Southern Region,1_analytic_mean,10555684,2086,2086,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10555684,2086,2086,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10555693,2086,2086,1,1,726117.19,0.0,2200151.5
Central Region,2_sample_mean,10555693,2086,2086,1,1,726117.19,,2200151.5
Southern Region,1_analytic_mean,10555706,2086,2086,1,1,3323653.0,0.0,7378925.0
Southern Region,2_sample_mean,10555706,2086,2086,1,1,3323653.0,,7378925.0
Southern Region,1_analytic_mean,10555827,2087,2087,1,1,36018556.0,0.0,74565936.0
Southern Region,2_sample_mean,10555827,2087,2087,1,1,36018556.0,,74565936.0
Central Region,1_analytic_mean,10555827,2087,2087,1,1,610084.5,0.0,2098606.0
Central Region,2_sample_mean,10555827,2087,2087,1,1,610084.5,,2098606.0
Southern Region,1_analytic_mean,10555838,2087,2087,1,1,22543.07,0.0,101545.34
Southern Region,2_sample_mean,10555838,2087,2087,1,1,22543.07,,101545.34
Southern Region,1_analytic_mean,10555876,2087,2087,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10555876,2087,2087,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10556016,2089,2089,1,1,1080104.25,0.0,4231061.0
Southern Region,2_sample_mean,10556016,2089,2089,1,1,1080104.25,,4231061.0
Area under National Administration,1_analytic_mean,10556016,2089,2089,1,1,1076245.75,0.0,4264909.0
Area under National Administration,2_sample_mean,10556016,2089,2089,1,1,1076245.75,,4264909.0
Central Region,1_analytic_mean,10556016,2089,2089,1,1,851017.44,0.0,2132454.5
Central Region,2_sample_mean,10556016,2089,2089,1,1,851017.44,,2132454.5
Southern Region,1_analytic_mean,10556136,2090,2090,1,1,1245825.75,0.0,2504788.0
Southern Region,2_sample_mean,10556136,2090,2090,1,1,1245825.75,,2504788.0
Southern Region,1_analytic_mean,10556203,2090,2090,1,1,37821144.0,0.0,78423696.0
Southern Region,2_sample_mean,10556203,2090,2090,1,1,37821144.0,,78423696.0
Area under National Administration,1_analytic_mean,10556203,2090,2090,1,1,250546.27,0.0,710817.56
Area under National Administration,2_sample_mean,10556203,2090,2090,1,1,250546.27,,710817.56
Central Region,1_analytic_mean,10556203,2090,2090,1,1,11163747.0,0.0,25860428.0
Central Region,2_sample_mean,10556203,2090,2090,1,1,11163747.0,,25860428.0
Southern Region,1_analytic_mean,10556323,2091,2091,1,1,76903.68,0.0,203090.66
Southern Region,2_sample_mean,10556323,2091,2091,1,1,76903.68,,203090.66
Northern Region,1_analytic_mean,10556625,2095,2095,1,1,15434.89,0.0,33848.45
Northern Region,2_sample_mean,10556625,2095,2095,1,1,15434.89,,33848.45
Central Region,1_analytic_mean,10556724,2096,2096,1,1,2883148.0,0.0,6701965.0
Central Region,2_sample_mean,10556724,2096,2096,1,1,2883148.0,,6701965.0
Southern Region,1_analytic_mean,10557104,2100,2100,1,1,838900.0,0.0,2335545.5
Southern Region,2_sample_mean,10557104,2100,2100,1,1,838900.0,,2335545.5
Area under National Administration,1_analytic_mean,10557104,2100,2100,1,1,59302.49,0.0,101545.34
Area under National Administration,2_sample_mean,10557104,2100,2100,1,1,59302.49,,101545.34
Central Region,1_analytic_mean,10557104,2100,2100,1,1,5789389.0,0.0,12794865.0
Central Region,2_sample_mean,10557104,2100,2100,1,1,5789389.0,,12794865.0
Southern Region,1_analytic_mean,10557106,2100,2100,1,1,42716.75,0.0,101545.34
Southern Region,2_sample_mean,10557106,2100,2100,1,1,42716.75,,101545.34
Southern Region,1_analytic_mean,10557164,2100,2100,1,1,42716.75,0.0,101545.34
Southern Region,2_sample_mean,10557164,2100,2100,1,1,42716.75,,101545.34
Northern Region,1_analytic_mean,10557180,2101,2101,1,1,300235.72,0.0,643120.56
Northern Region,2_sample_mean,10557180,2101,2101,1,1,300235.72,,643120.56
Southern Region,1_analytic_mean,10557180,2101,2101,1,1,3237672.25,0.0,6397333.0
Southern Region,2_sample_mean,10557180,2101,2101,1,1,3237672.25,,6397333.0
Central Region,1_analytic_mean,10557180,2101,2101,1,1,579620.69,0.0,1252393.62
Central Region,2_sample_mean,10557180,2101,2101,1,1,579620.69,,1252393.62
Southern Region,1_analytic_mean,10557501,2105,2105,1,1,470831.81,0.0,1252393.62
Southern Region,2_sample_mean,10557501,2105,2105,1,1,470831.81,,1252393.62
Central Region,1_analytic_mean,10557501,2105,2105,1,1,98972.85,0.0,338484.41
Central Region,2_sample_mean,10557501,2105,2105,1,1,98972.85,,338484.41
Central Region,1_analytic_mean,10557508,2105,2105,1,1,1334306.38,0.0,3249455.0
Central Region,2_sample_mean,10557508,2105,2105,1,1,1334306.38,,3249455.0
Southern Region,1_analytic_mean,10557522,2105,2105,1,1,7061082.5,0.0,16044465.0
Southern Region,2_sample_mean,10557522,2105,2105,1,1,7061082.5,,16044465.0
Central Region,1_analytic_mean,10557649,2106,2106,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10557649,2106,2106,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10557654,2106,2106,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10557654,2106,2106,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10557777,2106,2106,1,1,366240.09,0.0,1184696.62
Southern Region,2_sample_mean,10557777,2106,2106,1,1,366240.09,,1184696.62
Area under National Administration,1_analytic_mean,10557777,2106,2106,1,1,159290.8,0.0,541575.06
Area under National Administration,2_sample_mean,10557777,2106,2106,1,1,159290.8,,541575.06
Central Region,1_analytic_mean,10557777,2106,2106,1,1,3306993.25,0.0,9816065.0
Central Region,2_sample_mean,10557777,2106,2106,1,1,3306993.25,,9816065.0
Northern Region,1_analytic_mean,10557802,2107,2107,1,1,683873.75,0.0,1590878.62
Northern Region,2_sample_mean,10557802,2107,2107,1,1,683873.75,,1590878.62
Southern Region,1_analytic_mean,10557802,2107,2107,1,1,41024.32,0.0,135393.78
Southern Region,2_sample_mean,10557802,2107,2107,1,1,41024.32,,135393.78
Area under National Administration,1_analytic_mean,10557802,2107,2107,1,1,49147.95,0.0,169242.22
Area under National Administration,2_sample_mean,10557802,2107,2107,1,1,49147.95,,169242.22
Central Region,1_analytic_mean,10557802,2107,2107,1,1,1406945.88,0.0,4264909.0
Central Region,2_sample_mean,10557802,2107,2107,1,1,1406945.88,,4264909.0
Southern Region,1_analytic_mean,10557820,2107,2107,1,1,14743496.0,0.0,32054612.0
Southern Region,2_sample_mean,10557820,2107,2107,1,1,14743496.0,,32054612.0
Area under National Administration,1_analytic_mean,10557820,2107,2107,1,1,57136.19,0.0,169242.22
Area under National Administration,2_sample_mean,10557820,2107,2107,1,1,57136.19,,169242.22
Central Region,1_analytic_mean,10557820,2107,2107,1,1,2378735.5,0.0,5246501.0
Central Region,2_sample_mean,10557820,2107,2107,1,1,2378735.5,,5246501.0
Southern Region,1_analytic_mean,10557833,2107,2107,1,1,12504614.0,0.0,22814108.0
Southern Region,2_sample_mean,10557833,2107,2107,1,1,12504614.0,,22814108.0
Central Region,1_analytic_mean,10557833,2107,2107,1,1,310390.22,0.0,947757.06
Central Region,2_sample_mean,10557833,2107,2107,1,1,310390.22,,947757.06
Southern Region,1_analytic_mean,10557968,2108,2108,1,1,663158.69,0.0,2538636.5
Southern Region,2_sample_mean,10557968,2108,2108,1,1,663158.69,,2538636.5
Area under National Administration,1_analytic_mean,10557968,2108,2108,1,1,159290.8,0.0,541575.06
Area under National Administration,2_sample_mean,10557968,2108,2108,1,1,159290.8,,541575.06
Central Region,1_analytic_mean,10557968,2108,2108,1,1,1687957.12,0.0,5415741.0
Central Region,2_sample_mean,10557968,2108,2108,1,1,1687957.12,,5415741.0
Northern Region,1_analytic_mean,10558100,2109,2109,1,1,172220.89,0.0,676969.06
Northern Region,2_sample_mean,10558100,2109,2109,1,1,172220.89,,676969.06
Northern Region,1_analytic_mean,10558102,2109,2109,1,1,15028.71,0.0,67696.9
Northern Region,2_sample_mean,10558102,2109,2109,1,1,15028.71,,67696.9
Southern Region,1_analytic_mean,10558102,2109,2109,1,1,3877887.75,0.0,8495915.0
Southern Region,2_sample_mean,10558102,2109,2109,1,1,3877887.75,,8495915.0
Southern Region,1_analytic_mean,10558165,2109,2109,1,1,19697134.0,0.0,38181096.0
Southern Region,2_sample_mean,10558165,2109,2109,1,1,19697134.0,,38181096.0
Area under National Administration,1_analytic_mean,10558165,2109,2109,1,1,132279.73,0.0,507726.59
Area under National Administration,2_sample_mean,10558165,2109,2109,1,1,132279.73,,507726.59
Central Region,1_analytic_mean,10558165,2109,2109,1,1,5594080.0,0.0,12794865.0
Central Region,2_sample_mean,10558165,2109,2109,1,1,5594080.0,,12794865.0
Southern Region,1_analytic_mean,10558289,2110,2110,1,1,76903.68,0.0,203090.66
Southern Region,2_sample_mean,10558289,2110,2110,1,1,76903.68,,203090.66
Northern Region,1_analytic_mean,10558318,2111,2111,1,1,15028.71,0.0,67696.9
Northern Region,2_sample_mean,10558318,2111,2111,1,1,15028.71,,67696.9
Southern Region,1_analytic_mean,10558441,2112,2112,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10558441,2112,2112,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10558441,2112,2112,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10558441,2112,2112,1,1,35202.39,,67696.9
Northern Region,1_analytic_mean,10558598,2114,2114,1,1,3575078.5,0.0,9172915.0
Northern Region,2_sample_mean,10558598,2114,2114,1,1,3575078.5,,9172915.0
Area under National Administration,1_analytic_mean,10558598,2114,2114,1,1,45289.22,0.0,135393.78
Area under National Administration,2_sample_mean,10558598,2114,2114,1,1,45289.22,,135393.78
Southern Region,1_analytic_mean,10558657,2115,2115,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10558657,2115,2115,1,1,15434.89,,33848.45
Central Region,1_analytic_mean,10558662,2115,2115,1,1,1757549.0,0.0,4603389.0
Central Region,2_sample_mean,10558662,2115,2115,1,1,1757549.0,,4603389.0
Southern Region,1_analytic_mean,10558845,2117,2117,1,1,2677757.0,0.0,7175837.0
Southern Region,2_sample_mean,10558845,2117,2117,1,1,2677757.0,,7175837.0
Area under National Administration,1_analytic_mean,10558845,2117,2117,1,1,76497.5,0.0,101545.34
Area under National Administration,2_sample_mean,10558845,2117,2117,1,1,76497.5,,101545.34
Central Region,1_analytic_mean,10558845,2117,2117,1,1,7871149.0,0.0,16179865.0
Central Region,2_sample_mean,10558845,2117,2117,1,1,7871149.0,,16179865.0
Central Region,1_analytic_mean,10558927,2118,2118,1,1,398531.53,0.0,1523181.62
Central Region,2_sample_mean,10558927,2118,2118,1,1,398531.53,,1523181.62
Northern Region,1_analytic_mean,10559155,2120,2120,1,1,353784.0,0.0,846211.56
Northern Region,2_sample_mean,10559155,2120,2120,1,1,353784.0,,846211.56
Southern Region,1_analytic_mean,10559155,2120,2120,1,1,14439870.0,0.0,27688220.0
Southern Region,2_sample_mean,10559155,2120,2120,1,1,14439870.0,,27688220.0
Area under National Administration,1_analytic_mean,10559155,2120,2120,1,1,1220508.0,0.0,4467997.0
Area under National Administration,2_sample_mean,10559155,2120,2120,1,1,1220508.0,,4467997.0
Central Region,1_analytic_mean,10559155,2120,2120,1,1,8550906.0,0.0,22543324.0
Central Region,2_sample_mean,10559155,2120,2120,1,1,8550906.0,,22543324.0
Northern Region,1_analytic_mean,10559272,2121,2121,1,1,1502262.12,0.0,3824879.5
Northern Region,2_sample_mean,10559272,2121,2121,1,1,1502262.12,,3824879.5
Area under National Administration,1_analytic_mean,10559272,2121,2121,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10559272,2121,2121,1,1,37774.87,,101545.34
Northern Region,1_analytic_mean,10559276,2121,2121,1,1,22339.98,0.0,67696.9
Northern Region,2_sample_mean,10559276,2121,2121,1,1,22339.98,,67696.9
Northern Region,1_analytic_mean,10559280,2121,2121,1,1,3119138.0,0.0,7141989.0
Northern Region,2_sample_mean,10559280,2121,2121,1,1,3119138.0,,7141989.0
Southern Region,1_analytic_mean,10559280,2121,2121,1,1,12996837.0,0.0,23355676.0
Southern Region,2_sample_mean,10559280,2121,2121,1,1,12996837.0,,23355676.0
Area under National Administration,1_analytic_mean,10559280,2121,2121,1,1,116574.06,0.0,304635.97
Area under National Administration,2_sample_mean,10559280,2121,2121,1,1,116574.06,,304635.97
Central Region,1_analytic_mean,10559280,2121,2121,1,1,968742.69,0.0,3114061.0
Central Region,2_sample_mean,10559280,2121,2121,1,1,968742.69,,3114061.0
Southern Region,1_analytic_mean,10559396,2122,2122,1,1,39869240.0,0.0,83059776.0
Southern Region,2_sample_mean,10559396,2122,2122,1,1,39869240.0,,83059776.0
Southern Region,1_analytic_mean,10559457,2122,2122,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10559457,2122,2122,1,1,15434.89,,33848.45
Central Region,1_analytic_mean,10559480,2123,2123,1,1,4499684.0,0.0,11474715.0
Central Region,2_sample_mean,10559480,2123,2123,1,1,4499684.0,,11474715.0
Southern Region,1_analytic_mean,10559578,2124,2124,1,1,217307.03,0.0,880060.06
Southern Region,2_sample_mean,10559578,2124,2124,1,1,217307.03,,880060.06
Area under National Administration,1_analytic_mean,10559723,2125,2125,1,1,30463.61,0.0,101545.34
Area under National Administration,2_sample_mean,10559723,2125,2125,1,1,30463.61,,101545.34
Central Region,1_analytic_mean,10559723,2125,2125,1,1,5719311.5,0.0,13370315.0
Central Region,2_sample_mean,10559723,2125,2125,1,1,5719311.5,,13370315.0
Northern Region,1_analytic_mean,10559724,2125,2125,1,1,168632.97,0.0,372332.84
Northern Region,2_sample_mean,10559724,2125,2125,1,1,168632.97,,372332.84
Area under National Administration,1_analytic_mean,10559724,2125,2125,1,1,84079.55,0.0,203090.66
Area under National Administration,2_sample_mean,10559724,2125,2125,1,1,84079.55,,203090.66
Central Region,1_analytic_mean,10559724,2125,2125,1,1,48538.68,0.0,169242.22
Central Region,2_sample_mean,10559724,2125,2125,1,1,48538.68,,169242.22
Northern Region,1_analytic_mean,10559833,2126,2126,1,1,1260042.38,0.0,3452546.0
Northern Region,2_sample_mean,10559833,2126,2126,1,1,1260042.38,,3452546.0
Northern Region,1_analytic_mean,10559841,2126,2126,1,1,18684.34,0.0,67696.9
Northern Region,2_sample_mean,10559841,2126,2126,1,1,18684.34,,67696.9
Northern Region,1_analytic_mean,10559842,2126,2126,1,1,3197872.25,0.0,7582013.0
Northern Region,2_sample_mean,10559842,2126,2126,1,1,3197872.25,,7582013.0
Area under National Administration,1_analytic_mean,10559842,2126,2126,1,1,101545.35,0.0,236939.09
Area under National Administration,2_sample_mean,10559842,2126,2126,1,1,101545.35,,236939.09
Southern Region,1_analytic_mean,10559850,2126,2126,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10559850,2126,2126,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10559850,2126,2126,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10559850,2126,2126,1,1,35202.39,,67696.9
Southern Region,1_analytic_mean,10559938,2127,2127,1,1,806270.06,0.0,2504788.0
Southern Region,2_sample_mean,10559938,2127,2127,1,1,806270.06,,2504788.0
Central Region,1_analytic_mean,10560068,2128,2128,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10560068,2128,2128,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10560069,2128,2128,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10560069,2128,2128,1,1,7514.36,,33848.45
Northern Region,1_analytic_mean,10560219,2130,2130,1,1,7310714.0,0.0,17432276.0
Northern Region,2_sample_mean,10560219,2130,2130,1,1,7310714.0,,17432276.0
Southern Region,1_analytic_mean,10560219,2130,2130,1,1,41024.32,0.0,135393.78
Southern Region,2_sample_mean,10560219,2130,2130,1,1,41024.32,,135393.78
Area under National Administration,1_analytic_mean,10560219,2130,2130,1,1,241948.73,0.0,676969.06
Area under National Administration,2_sample_mean,10560219,2130,2130,1,1,241948.73,,676969.06
Central Region,1_analytic_mean,10560219,2130,2130,1,1,1420214.38,0.0,4231061.0
Central Region,2_sample_mean,10560219,2130,2130,1,1,1420214.38,,4231061.0
Central Region,1_analytic_mean,10560233,2130,2130,1,1,533113.06,0.0,1421636.12
Central Region,2_sample_mean,10560233,2130,2130,1,1,533113.06,,1421636.12
Southern Region,1_analytic_mean,10560281,2131,2131,1,1,15434.89,0.0,33848.45
Southern Region,2_sample_mean,10560281,2131,2131,1,1,15434.89,,33848.45
Southern Region,1_analytic_mean,10560462,2133,2133,1,1,2569102.0,0.0,7141989.0
Southern Region,2_sample_mean,10560462,2133,2133,1,1,2569102.0,,7141989.0
Area under National Administration,1_analytic_mean,10560462,2133,2133,1,1,59302.49,0.0,101545.34
Area under National Administration,2_sample_mean,10560462,2133,2133,1,1,59302.49,,101545.34
Central Region,1_analytic_mean,10560462,2133,2133,1,1,5835489.5,0.0,13099515.0
Central Region,2_sample_mean,10560462,2133,2133,1,1,5835489.5,,13099515.0
Southern Region,1_analytic_mean,10560527,2133,2133,1,1,39061.11,0.0,101545.34
Southern Region,2_sample_mean,10560527,2133,2133,1,1,39061.11,,101545.34
Northern Region,1_analytic_mean,10560543,2134,2134,1,1,336589.0,0.0,710817.56
Northern Region,2_sample_mean,10560543,2134,2134,1,1,336589.0,,710817.56
Southern Region,1_analytic_mean,10560543,2134,2134,1,1,5697787.5,0.0,14758165.0
Southern Region,2_sample_mean,10560543,2134,2134,1,1,5697787.5,,14758165.0
Central Region,1_analytic_mean,10560543,2134,2134,1,1,667897.5,0.0,1387787.62
Central Region,2_sample_mean,10560543,2134,2134,1,1,667897.5,,1387787.62
Northern Region,1_analytic_mean,10560594,2134,2134,1,1,19767.5,0.0,33848.45
Northern Region,2_sample_mean,10560594,2134,2134,1,1,19767.5,,33848.45
Northern Region,1_analytic_mean,10560733,2136,2136,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10560733,2136,2136,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10560742,2136,2136,1,1,16857024.0,0.0,35337864.0
Southern Region,2_sample_mean,10560742,2136,2136,1,1,16857024.0,,35337864.0
Area under National Administration,1_analytic_mean,10561025,2139,2139,1,1,52803.59,0.0,169242.22
Area under National Administration,2_sample_mean,10561025,2139,2139,1,1,52803.59,,169242.22
Central Region,1_analytic_mean,10561025,2139,2139,1,1,6461817.5,0.0,14622765.0
Central Region,2_sample_mean,10561025,2139,2139,1,1,6461817.5,,14622765.0
Northern Region,1_analytic_mean,10561026,2139,2139,1,1,144059.0,0.0,372332.84
Northern Region,2_sample_mean,10561026,2139,2139,1,1,144059.0,,372332.84
Area under National Administration,1_analytic_mean,10561026,2139,2139,1,1,61333.39,0.0,169242.22
Area under National Administration,2_sample_mean,10561026,2139,2139,1,1,61333.39,,169242.22
Central Region,1_analytic_mean,10561026,2139,2139,1,1,41024.32,0.0,135393.78
Central Region,2_sample_mean,10561026,2139,2139,1,1,41024.32,,135393.78
Northern Region,1_analytic_mean,10561133,2140,2140,1,1,1562377.0,0.0,3892576.5
Northern Region,2_sample_mean,10561133,2140,2140,1,1,1562377.0,,3892576.5
Area under National Administration,1_analytic_mean,10561133,2140,2140,1,1,37774.87,0.0,101545.34
Area under National Administration,2_sample_mean,10561133,2140,2140,1,1,37774.87,,101545.34
Northern Region,1_analytic_mean,10561143,2140,2140,1,1,22339.98,0.0,67696.9
Northern Region,2_sample_mean,10561143,2140,2140,1,1,22339.98,,67696.9
Northern Region,1_analytic_mean,10561148,2140,2140,1,1,3934414.5,0.0,8699015.0
Northern Region,2_sample_mean,10561148,2140,2140,1,1,3934414.5,,8699015.0
Southern Region,1_analytic_mean,10561148,2140,2140,1,1,2162106.25,0.0,6363485.0
Southern Region,2_sample_mean,10561148,2140,2140,1,1,2162106.25,,6363485.0
Area under National Administration,1_analytic_mean,10561148,2140,2140,1,1,124562.31,0.0,304635.97
Area under National Administration,2_sample_mean,10561148,2140,2140,1,1,124562.31,,304635.97
Central Region,1_analytic_mean,10561148,2140,2140,1,1,60114.84,0.0,270787.53
Central Region,2_sample_mean,10561148,2140,2140,1,1,60114.84,,270787.53
Southern Region,1_analytic_mean,10561152,2140,2140,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10561152,2140,2140,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10561152,2140,2140,1,1,35202.39,0.0,67696.9
Central Region,2_sample_mean,10561152,2140,2140,1,1,35202.39,,67696.9
Southern Region,1_analytic_mean,10561240,2141,2141,1,1,7740220.5,0.0,15333615.0
Southern Region,2_sample_mean,10561240,2141,2141,1,1,7740220.5,,15333615.0
Southern Region,1_analytic_mean,10561306,2141,2141,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10561306,2141,2141,1,1,7514.36,,33848.45
Central Region,1_analytic_mean,10561345,2142,2142,1,1,7514.36,0.0,33848.45
Central Region,2_sample_mean,10561345,2142,2142,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10561434,2143,2143,1,1,2949221.25,0.0,7920493.0
Southern Region,2_sample_mean,10561434,2143,2143,1,1,2949221.25,,7920493.0
Area under National Administration,1_analytic_mean,10561434,2143,2143,1,1,2703686.25,0.0,6600421.0
Area under National Administration,2_sample_mean,10561434,2143,2143,1,1,2703686.25,,6600421.0
Central Region,1_analytic_mean,10561434,2143,2143,1,1,2014120.5,0.0,5618829.0
Central Region,2_sample_mean,10561434,2143,2143,1,1,2014120.5,,5618829.0
Southern Region,1_analytic_mean,10561624,2145,2145,1,1,1830660.75,0.0,5720373.0
Southern Region,2_sample_mean,10561624,2145,2145,1,1,1830660.75,,5720373.0
Area under National Administration,1_analytic_mean,10561624,2145,2145,1,1,59302.49,0.0,101545.34
Area under National Administration,2_sample_mean,10561624,2145,2145,1,1,59302.49,,101545.34
Central Region,1_analytic_mean,10561624,2145,2145,1,1,5207057.5,0.0,12117865.0
Central Region,2_sample_mean,10561624,2145,2145,1,1,5207057.5,,12117865.0
Southern Region,1_analytic_mean,10561686,2145,2145,1,1,50231.11,0.0,135393.78
Southern Region,2_sample_mean,10561686,2145,2145,1,1,50231.11,,135393.78
Northern Region,1_analytic_mean,10561699,2146,2146,1,1,291570.53,0.0,643120.56
Northern Region,2_sample_mean,10561699,2146,2146,1,1,291570.53,,643120.56
Southern Region,1_analytic_mean,10561699,2146,2146,1,1,21159400.0,0.0,44815304.0
Southern Region,2_sample_mean,10561699,2146,2146,1,1,21159400.0,,44815304.0
Central Region,1_analytic_mean,10561699,2146,2146,1,1,660450.94,0.0,1353939.12
Central Region,2_sample_mean,10561699,2146,2146,1,1,660450.94,,1353939.12
Northern Region,1_analytic_mean,10561764,2146,2146,1,1,35947.05,0.0,67696.9
Northern Region,2_sample_mean,10561764,2146,2146,1,1,35947.05,,67696.9
Area under National Administration,1_analytic_mean,10561764,2146,2146,1,1,11169.99,0.0,33848.45
Area under National Administration,2_sample_mean,10561764,2146,2146,1,1,11169.99,,33848.45
Central Region,1_analytic_mean,10561764,2146,2146,1,1,30057.42,0.0,135393.78
Central Region,2_sample_mean,10561764,2146,2146,1,1,30057.42,,135393.78
Southern Region,1_analytic_mean,10561890,2148,2148,1,1,11169.99,0.0,33848.45
Southern Region,2_sample_mean,10561890,2148,2148,1,1,11169.99,,33848.45
Northern Region,1_analytic_mean,10561891,2148,2148,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10561891,2148,2148,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10562029,2150,2150,1,1,463520.53,0.0,1252393.62
Southern Region,2_sample_mean,10562029,2150,2150,1,1,463520.53,,1252393.62
Central Region,1_analytic_mean,10562029,2150,2150,1,1,365901.72,0.0,1150848.12
Central Region,2_sample_mean,10562029,2150,2150,1,1,365901.72,,1150848.12
Central Region,1_analytic_mean,10562038,2150,2150,1,1,1437544.5,0.0,3520243.0
Central Region,2_sample_mean,10562038,2150,2150,1,1,1437544.5,,3520243.0
Southern Region,1_analytic_mean,10562049,2150,2150,1,1,13345595.0,0.0,27282044.0
Southern Region,2_sample_mean,10562049,2150,2150,1,1,13345595.0,,27282044.0
Central Region,1_analytic_mean,10562190,2151,2151,1,1,28432.7,0.0,33848.45
Central Region,2_sample_mean,10562190,2151,2151,1,1,28432.7,,33848.45
Northern Region,1_analytic_mean,10562198,2151,2151,1,1,7514.36,0.0,33848.45
Northern Region,2_sample_mean,10562198,2151,2151,1,1,7514.36,,33848.45
Southern Region,1_analytic_mean,10562321,2151,2151,1,1,7514.36,0.0,33848.45
Southern Region,2_sample_mean,10562321,2151,2151,1,1,7514.36,,33848.45
Area under National Administration,1_analytic_mean,10562331,2152,2152,1,1,33713.06,0.0,135393.78
Area under National Administration,2_sample_mean,10562331,2152,2152,1,1,33713.06,,135393.78
Central Region,1_analytic_mean,10562331,2152,2152,1,1,60114.84,0.0,270787.53
Central Region,2_sample_mean,10562331,2152,2152,1,1,60114.84,,270787.53
Northern Region,1_analytic_mean,10562350,2152,2152,1,1,651582.38,0.0,1523181.62
Northern Region,2_sample_mean,10562350,2152,2152,1,1,651582.38,,1523181.62
Area under National Administration,1_analytic_mean,10562350,2152,2152,1,1,11169.99,0.0,33848.45
Area under National Administration,2_sample_mean,10562350,2152,2152,1,1,11169.99,,33848.45
Southern Region,1_analytic_mean,10562362,2152,2152,1,1,19200310.0,0.0,40042736.0
Southern Region,2_sample_mean,10562362,2152,2152,1,1,19200310.0,,40042736.0
Area under National Administration,1_analytic_mean,10562362,2152,2152,1,1,57136.19,0.0,169242.22
Area under National Administration,2_sample_mean,10562362,2152,2152,1,1,57136.19,,169242.22
Central Region,1_analytic_mean,10562362,2152,2152,1,1,2347527.75,0.0,5144957.0
Central Region,2_sample_mean,10562362,2152,2152,1,1,2347527.75,,5144957.0
Southern Region,1_analytic_mean,10562377,2152,2152,1,1,16134602.0,0.0,28432876.0
Southern Region,2_sample_mean,10562377,2152,2152,1,1,16134602.0,,28432876.0
